Noun           :   0    1    2    3    4    5    6    7    8    9   10   11   12   13   14   15   16   17   18   19   20   21   22   23   24   25   26   27   28   29   30   31   32   33   34   35   36   37   38   39   40   41   42   43   44   45   46   47   48   49   50   51   52   53   54   55   56   57   58   59   60   61   62   63
strawberry     :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    1    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    0    1    1    0    1    1    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    2    0    0    0    0    0    0    0
dirty          :   0    0    0    0    0    0    0    0    0    0    0    1    4    0    1    0    0    0    1    0    0    0    1    0    0    0    0    0    0    1    2    2    0    0    0  141   32    0   19    0    1   13    0    0    5    0    1    0    0    0    0    1    0    0    0    0    5    5    1    0    2    1    0    3
suitcase       :   3    0  120    3    0    4    0   16    0    0    1   19   16    4   16    4    2    9    4    1    1    0    1    4    1    5    3    5    0    0    9    2    5    1   18   77   10   16    0    1   12   18    1    0    8    0    2    0    2    2    2    3    0    2   20    8   14    0    1    3    6    5    1   36
grass          :  51    2  407    7    1   10    4    4    0    0    1   23    8   19   20   14   11    7    7    1    1    0    5    0    0    8    1    1    0    3    5    3    0    0   66  347   31   29   52    0  146   67   15   17    8    0   22    0    8    2    1   11   10    0   30    2   30    8   18   12   17   35    2   25
rust           :   0    0    2    0    0    0    0    0    0    0    0    1    0    0    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1    0    0    0    7    1    0    0    1    0    0    0    0    0    0    0    0    0    1    0    1    0    0    0    0    0    0    0
darker         :   0    0    1    0    0    0    0    0    0    0    0    2    0    0    0    0    1    0    0    0    0    0    0    0    0    0    1    0    0    0    3    0    0    1    1    9    0    2    3    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    4    1    0    0    2    0    0    1
toilet         :  19    0  243    7    4   55    1   26    0    0    0   81   69   11  119   10    6   68    8    4    2    0    2    5    1    3    1    8    0    0   22    1   15    0  112  567   78  138    9    6  104   62    0    8   36    2    5    0    2    2    4    2   12    3   86   16   29    4   31    4   21   16    2   78
ad             :   0    0    2    0    0    0    1    0    0    0    0    7    2    1    1    1    1    1    0    3    2    0    0    0    0    0    0   10    0    0    0    0    0    0    0    2    2    0    0    0    3    0    0    1    3    0    0    0    0    0    2    0    0    3   15    0    1    0    0    0    0    0    0    0
taste          :   0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    7    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1    9    0    0    1    0    0    0    0    0    0    0    0    0    8    0    1    0    9    1    0    0    0   19
deer           :   0    0    0    2    0    0    0    0    0    0    0    2    1    0    0    1    0    1    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    0    4    1    1    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    0    0    0    0    0    0
deep           :   0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   91    1    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1
landscape      :   0    0    2    0    0    0    0    1    0    0    0    5   17   13    2    4    1    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0   20    5    0    0    0    0    1    0    1    2    0    0    0    0    0    0    0    0    0    5    0    0    0    0    1    0    0    0    2
tasty          :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   23   12    0    1    0    1    7    2    0   10    0    0    0    0    0    0    1    0    0    0    0    1    0    0    0    0    0    0    1
film           :   0    0    0    0    0    0    0    0    0    0    1    0    2    2    3    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    3    0    1    0    0    0    0    0    0    3
cream          :   0    0    5    0    0    1    0    0    0    0    1    5    7    3    1    7    1    3    0    0    0    0    1    1    0    0    0    2    0    0    0    0    1    0    6    8    4    0    4    1   19    2    0    0    5    0    0    0    0    0    0    2    1    3   10    1    3    1    1    1    0    0    0    7
storage        :   0    0    2    1    0    0    0    1    0    0    0    1    8    0    2    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    4    2    2    2    0    0    2    3    0    0    3    0    0    0    0    0    0    0    0    0    1    0    0    0    2    1    0    0    0    1
enclosure      :   0    0    0    0    0    0    0    0    0    0    1    4    3    6    1    4    0    0    0    0    0    0    0    0    0    1    0    1    0    0    0    0    0    0    4   13   11    0   10    0    2    0    7    0    4    0    0    0    0    0    0    0    0    0    6    0    0    1    0    1    0    0    0    7
rubber         :   0    0    0    0    0    0    0    0    0    0    0    1    1    0    2    0    1    1    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    2    1    1    0    2    0    0    1    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    1    1    1    1    0    0    1
field          :   1    4   23    4    1    3   17    7    0    0    3   16   26   35    8   33   16    1    2    0    2    0    8    0    1    4    0    3    0    2    1    0    2    0  161   47   24   17   17    1    6    2   11    7    7    1   13    0    1    0    1    0    0    0   58    5    8    5    5    1    6    3    1   22
puppy          :   0    0    0    1    0    1    0    0    0    0    0    0    1    1    1    1    0    0    1    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    1    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1    0    0    0    0    1    0    0    0
outfield       :   0    0    1    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    4    1    1    0    0    0    0    1    0    0    0    0    0    0    1    0    0    0    0    0    1    0    0    0    0    0    0    0    0
lapel          :   0    0    1    0    0    2    0    0    0    0    0    0    0    0    1    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    0    0    0    0    0    0    0    0    2
poop           :   0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    5    0    0    0    1    0    0    0    0    0    0    0    0    0    1    0    4    0    1    0    0    0    0    0
shelter        :   0    0    2    0    0    0    1    0    0    0    0    0    0    0    2    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    3
symbol         :   0    0    2    0    0    0    0    0    0    0    0   38    0    0    5    0    0    2    0   21    0    0    0    0    0    0    0    0    0    0    1    1    0    0    0    0    0    0    1    0    0    2    0    1    0    0    0    0    0    0    1    0    0    1  100    3    0    0    0    0    0    0    1    6
time           :   0    0    0    0    1    0    0    0    0    0    1   93   13    1    6    1    0    2    5    4    0    0    0    0    0    0    0    2    0    7    0    0    0    0   16   54   81    4   18  398   10    8   14    0    6    1    8 2681    1    0    0    4    7    0   32    4   21   15   36   31    5    7   25  152
midair         :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    1    7    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0
cordless       :   0    0    0    0    0    0    0    0    0    0    0    0    2    0    1    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    6    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
waving         :   0    0    0    0    1    0    0    0    0    0    0    1    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    5    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
peak           :   0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    0    1    0    0    2    0    0    0    0    1    0    0    0    0    0    0    0    1    0    0    0    2    0    0    0    0    1
pool           :   0    1    6    0    0    0    1    1    0    0    0    1   17    0    6    0    0    3    2    1    0    0    1    0    0    0    0    5    0    0    1    1    2    0   10    7    8    1    1    0    3    2    2    1    1    0    3    0    7    1    0    1    2    0    3    0    6    0    2    3    1    0    0    1
alcohol        :   0    0    0    0    0    0    0    0    0    0    0    1    1    5    3    7    0    0    1    0    0    0    0    0    0    0    1    0    0    2    0    0    0    0    3    0    3    0    5    0    7    3    6    0    3    0    1    0    1    0    0    0    0    0    0    0    8    0    0    2    1    0    0    9
building       :  12    2  237   12    0   20    1    2    0    0   27  238   78  128  118  115   16   13    2   33   32    0   11    7    0    1    2   24    0    2    5    0   13    5  250  208   84   79   23    1   11   52    5   20   27    4    2    3    2    7    4    8   10    2  283   22   10   15   41   11    7    4    4   66
tiger          :   0    0    0    0    0    0    0    0    0    0    0    0    3    0    1    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    1    2    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0
remote         :   3    0   25    2    1    0    0    0    0    0    3    8    5   11    9    7    1   13    1    2    2    0    0    1    0    0    0    0    0    0    0    1    1    0    6   11    1    5    0    0    0    2    3    1    0    0    0    0    0    1    1    2    2   10   16    9    1    1    0    1    1    0    1    9
wife           :   0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    3    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    1    1    0    0    1    0    0    0    0    0    0    0    0    0    3    0    0    0    0    0    0    0    1    1
groom          :   0    0    1    0    0    0    0    0    0    0    0    2    1    0    0    0    1    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    7    1    0    0    0    0    1    0    0    0    0    1    0    0    0    1    0    0    0    2    0    0    1    1    0    0    0    1    1
mask           :   0    0    6    0    0    0    0    0    0    0    0    4    1    1    0    0    0    1    2    0    0    0    0    0    0    1    0    0    0    1    2    2    1    0    0    7    1    0    0    0    0    5    0    1    0    0    0    0    0    1    1    0    0    0    3    1    2    0    1    1    7    0    0    3
mast           :   0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    8    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
mass           :   0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    1    0    0    1    0    0    0    0    1    0    0    0    0    0    0    0    0    0    6    0    1    0    0    0    0    0    0    0
platter        :   1    0    7    0    0    1    0    0    0    0    0    3    1    2    1    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    4    0    1    1    0    1    0    0    1    0    0    0    0    0    0    0    0    1    0    2    1    0    1    0    0    1    0    0    1
represent      :   0    0    0    0    0    0    0    0    0    0    0    1    0    3    0    5    0    0    0   56    0    0    0    0    0    1    0    0    0    0    0    0    0    0    1    1    0    0    0    0    0    1    0    0    1    0    0    3    0    0    0    0    0    3  119    4    0    0    0    0    0    0    1    2
pointing       :   0    0    0    0    1    0    0    0    1    0    0    4    0    0    0    0    0   12    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    5    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   37   75    0    0    0    0    0    0    0    6
dollar         :   0    0    0    0    0    0    0    0    0    0    0    3    2    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    1    0    0    0    0    0    0    1    0    0    0    0    0    1    0    0    0    1    0    0    0    0    0    0    1    0    2
month          :   0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   24    1    0    0    1    0    0    2    0    2
debris         :   0    0    0    0    0    0    0    0    0    0    0    2    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    3    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    1
bulb           :   0    0    1    0    0    0    0    0    0    0    0    1    0    0    2    3    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    2
messy          :   0    0    0    0    0    0    0    0    0    0    0    0    7    0    0    0    0    0    1    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0   73   44    0    1    0    1    4    0    0    8    0    0    0    0    0    0    0    0    0    0    0    3    0    0    0    0    0    0    0
disk           :   0    0   16    0    0    0    0    0    0    0    0    9    1    2    2    0    0    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1    3    1    1    0    0    0    3    0    0    0    0    1    0    0    0    1    0    0    0    5    2    0    0    0    0    1    0    0    5
carpet         :   5    0   73    0    0    1    0    1    0    0    0    2    0    5   20    4    0    3    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    3   31    0    1    4    0   21   11    0    2    3    0    0    0    0    2    0    1    1    0   12    0    4    1    0    1    1    1    0    3
ice            :   0    0    4    0    0    0    0    0    0    0    2    4    3    3    1    6    0    2    1    0    0    0    0    1    0    0    0    3    0    1    0    1    1    0    7   17    5    3    3    0   21   15    0    0    5    0    1    0    0    0    1    3    0    1    8    1    3    0    2    0    3    0    0    8
tv             :   0    0   19    1    4   20    7    2    0    3    2   32   44    9   74   13    5   21    7    7    0    6    1    0    0    7    2    3    0    1    3    3   22    0   17  351   16   48   10    2    5    9    6    4    5    3    6    2    5    1    4    3    3   15   73    6   25    4   12    5    4    4    3   15
lining         :   0    0    9    0    0    0    0    0    0    0    0    0    0    1    0    0    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0
laughing       :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   11    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
tail           :   2    0   63    2    0   17    0    0    0    0    0   26    0    8    6    1    4    4    0    9    0    0    0    3    0    1    0    0    0    0    3    1    1    6   15   47    4   15    2    1    1   35    0    3   15    0    0    0    0    2    0    0    7    0   57   10    2    2    2    3    4    3    0    9
program        :   0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    3    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    7    2    0    0    0    1    0    0    0    0    0    1    0    0    0    0    0    0    0   19    0    0    0    0    0    0    1    0    0
chewing        :   0    0    0    0    0    0    0    0    0    0    0    7    0    0    0    0    0    0    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    1    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
dressing       :   0    0    0    0    0    0    0    0    0    0    0    3    0    1    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    2    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1
safety         :   0    0    9    1    1    1    3    0    0    1    0    3    1    1    5    4    1    5   12    1    0    0    0    0    0    0    0    0    0   16    0    4    0    0    6   38   10    1    8    1    1    7    2    4    5    0    4    0   13    0    0    1    0    0   25    2    3    2    2    5    0    5    0    4
presentation   :   0    0    0    0    0    0    0    0    0    0    0    1    3    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    1    1    0    0    0    1    0    0    0    1    0    0    0    1    0    0    0    0    0    1    1    0    0    0    0    0    0    0    1
roadway        :   0    0    0    0    0    0    0    1    0    0    1    2    0    0    0    0    0    0    1    0    0    0    1    0    0    0    0    0    0    0    2    0    0    0    0    2    2    0    0    0    0    0    0    1    1    0    1    0    0    1    0    0    0    0    2    0    1    0    0    0    0    0    1    0
case           :   0    0   20    0    1    1    0   10    0    0    1    7    3    1    3    1    1    0    0    2    0    0    0    2    0    0    0    1    0    1    1    0    3    0    9   11    3    5    6    1    2    5    0    0    1    0    0    0    1    1    0    0    0    3   15    2    1    0    0    1    2    0    0    3
woman          :  21    0  552   58   19  134    2   64 1494    1    4  108  180  129   70  118   30  149   13  106  103   59    2   22   14   17 1779    4    8   11   81   48   49    9   78   88  450  132   45   30   11  305    6    3  107    4    0    2    1  126   24   10   21   21  380   50   62    8   89   10   40   16    6  171
sitting        :   0    0    0    0    0    0    0    0    0    0    1   19    2    0    0    1    0    2    2    0    0    0    0    0    0    0    0    0    0    0    3    0    0    0    0   17    3    1    1    1    1    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    1    1    0    0    0    0    0    1
fat            :   0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    0    0    0    0    0    0    0    0    0    0    3    0    0    2    0    0    0    0    0   15    6    0    5    0    0    0    3    0    1    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    0    0    0    0
freebee        :   6    0    1    0    0    0    0    0    0    0    0    4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0
aware          :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    5    5    0    2    0    0    0    2    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
fan            :   0    0    5    1    0    0    0    0    0    0    0    5    1    2   25    1    0   13    0    0    0    0    0    0    0    0    1    0    0    1    1    0    1    1    8   52    5    0    0    0    1    1    0    0    2    0    0    0    2    0    1    6    2    0    5    3    2    0    2    0    1    0    0    7
fall           :   0    0    0    0    0    0    0    0    0    0    0    1    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    0    0    0    0    6    4    0    1    1    0    5    2    0    0    0    0    0    0    0    0    0    0    0    4    0    0    0    0    2    1    0    3   91
ticket         :   0    0    0    0    0    0    0    0    0    0    0    1    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    2    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    1    0    0    0    0    0    0    1   10
difference     :   0    0    0    0    0    0    0    0    0    0    0   38    0    0    3    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    1    0    0    0    0    0    0    0    0    0    3    0    0    0    0    0    2    0    0    1
condition      :   0    0    0    0    0    0    0    0    0    0    0   38    0    0    0    3    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   17    8    1    4    0    0    5    3    0    0    0    0    0    0    0    0    0    1    0   30    0    1    1    1    0    0    1    1    4
washing        :   0    0    0    0    0    0    0    0    0    0    0    1    1    0    6    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    1    0    0    0
cable          :   0    0    1    0    0    0    0    0    0    0    0    2    0    0    2    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    1    0    0    3    0    0    0    1    1    0    0    0    2
laying         :   0    0    1    0    0    0    0    0    0    0    1   32    1    0    1    0    2   29    0    0    2    0    0    0    0    0    0    0    0    0    2    0    0    0    0   18    1    1    2    0    3    0    0    0    0    0    0    0    0    0    0    0    0    0    3    0    0    0    0    0    0    0    0    5
grandfather    :   0    0    0    0    0    0    0    0    0    0    0    1    6    0    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    2    0    1    0    0    1    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0
sand           :   0    0   45    0    0    3    2    4    0    0    0    2    3    6    4    5    9    2    4    0    0    0    2    0    0    0    2    0    0    2    1    0    0    0   15   41    6   13   13    1   28    5    1   13    0    3    9    0    2    2    0    0    6    0   17    0   11    5    4    0    7    3    0    8
mammal         :   0    0    0    0    0    0    0    0    0    0    0    1    5    2    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    6   18    0    0    0    0    0    0    0    1    1    0    0    0    0    0    0    0    0    2    3    1    0    0    0    0    0    1    1
locomotive     :   0    0    1    0    0    0    0    0    0    0    0    1   10    3    0    2    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    5    1    1    0    0    0    0    0    0    0
neighborhood   :   0    0    0    0    0    0    0    0    0    0    0    0   22    1    1    0    0    0    0    0    1    0    0    0    0    0    0    3    0    0    0    0    0    0    0    1    6    0    0    1    0    2    0    1    6    0    2    0    0    0    0    0    0    0    1    1    1    0    1    0    0    0    0    2
fence          :   7    1  123    5    1   12   12    0    0    0    0  145   10   67  175   57    4   31    3    4    2    0    4    2    1   11    0    4    0    1    9    0    7   10   68  140    9   36   32    1    8    9    5    1    1    2    6    0    2    3    4   20    5    2   64    5    5    7    6    1   25    2    8   42
tea            :   0    0    9    0    0    0    0    0    0    0    0    0    2    0    9    2    0    5    0    0    0    0    1    0    2    0    3    0    0    0    0    0    1    0    5    0    2    0    2    1   11    1    1    0    0    1    2    0    1    0    0    0    1    1    2    0    4    0    0    0    0    0    1    8
skin           :   1    0    8    0    1    1    0    0    0    0    0    3    1    0    0    2    0    0    0    0    0    0    0    3    0    0    0    0    0    0    0    3    0    0    2    3    2    0    0    0    2    3    0    0    1    0    0    0    0    2    0    0    2    0    3    1    0    0    1    0    1    1    1    2
tee            :   0    0    0    0    0    1    0    0    0    0    0    1    0    0    1    0    0    0    1    1    0    0    0    0    0    0    0    0    0    1    0    0    0    0    1    2    0    1    1    0    0    2    0    0    0    0    1    0    0    1    0    0    0    0    0    0    1    0    0    0    0    0    0    3
past           :   0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    4    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    1    0    2
burger         :   0    0    0    0    0    3    0    0    0    0    0    2    5    3    3    2    0    1    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    3    5    3    2    1    0    5    0    1    2    1    0    0    0    0    0    1    0    1    0    6    0    3    0    2    0    0    0    0    1
design         :   0    0    4    0    0    0    0    0    0    0    0   98    4   14   26   16    0    1    0    6    0    0    0    0    0    0    0    0    0    0    1    0    0    0    3   21    9    4    8    2    1   17    4    0    3    0    0    0    0    0    0    0    0    0  183    3    5    1    6    3    1    0    1    5
perspective    :   0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    2    1    0    0    0    0    0    0    3    0    0    0    0    0    0    0    0    0    7    0    0    0    0    1    0    0    0    7
pass           :   0    0    0    0    0    0    0    0    0    0    0    1    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    1    5
ribbon         :   0    0   34    0    0    0    0    0    0    0    0    3    1    0    1    1    0    4    0    4    0    0    0    0    0    0    0    0    0    0    2    0    1    0    1    2    0    0    1    0    0    2    0    0    0    0    0    0    0    9    0    1    0    0    8    1    0    0    0    0    1    1    0    2
dial           :   0    0    0    0    0    0    0    0    0    0    0    2    0    0    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1    0    0    0    0    0    1    0    0    0    0    0    1    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    2
clock          :   4    0  136   29    0    5    3    1    0    0   12  117   64   43  204   42    7  162    0   37    4    0    1    8    1    4    1   12    0    0    4    0   23    8  126  171   47   46   21    3    8   56    0   19   27    1    0  827    0    3    2   21   17    8  133   10   10    5   23    4    9    1    9   74
sun            :   0    0    3    0    0    0    1    0    0    0    0    9    0    0    4    0    1   37    8    0    0    0    0    1    0    0    2    0    0    4    2    3    3    0    5  393   12    3   10    1    4    5    2    0    2    0    1    0    1    0    0    5   19    0   10   12    5    2    5    2    3    5    2   32
section        :   0    0    4    0    0    0    0    0    0    0    0    1    3    0    1    0    1    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    8    4    1    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    9    2    2    0    1    0    1    0    0    3
stool          :   1    0    6    2    0    1    0    0    0    0    0    2    0    0    5    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    4    4    0    1    0    0    1    1    0    0    0    0    0    0    0    0    0    0    0    0    1    1    2    0    0    0    3    0    0    1
public         :   0    0    0    0    0    0    0    0    0    0    0    1    1    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    3    3    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2
version        :   0    0    0    0    0    0    0    0    0    0    0    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0    2    1    0    0    0    0    0    0    0    3
racing         :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    5    3    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0
method         :   0    0    0    0    0    0    0    0    0    0    0    1    1    0    1    1    0    0    0    0    2    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   23    0    0    0    1    0    0    0    0    0
contrast       :   0    0    0    0    0    0    0    0    0    0    0    1    0    0    3    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    1    0    0    0    0
movement       :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1    0    3    0    2    1    0    1    0    0    1    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0
tattoos        :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    1    0    1    0    0    0    0    3    0    0    2    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0
tags           :   0    0    0    2    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    4    1    0    0    0    0    0    0    0    0
